question,authors,year,title,venue,doi,doi_url,study_design,sample,population_mismatch,claim_supported,retracted_flag_openalex,retracted_flag_crossref,sweep_track
A4,Rosa Hendijani; Diane P. Bischak; Joseph Árvai; Subhasish Dugar,2016,"Intrinsic motivation, external reward, and their effect on overall motivation and performance",Human Performance,10.1080/08959285.2016.1157595,https://doi.org/10.1080/08959285.2016.1157595,randomised experiment,general population; university students,No ADHD sample; single laboratory experiment,"Performance-contingent rewards improved both motivation and performance, contradicting cognitive evaluation theory",False,False,Reward and EF
A4,Ryan S. Baker; Albert T. Corbett; Kenneth R. Koedinger,2004,Detecting Student Misuse of Intelligent Tutoring Systems,Lecture notes in computer science,10.1007/978-3-540-30139-4_50,https://doi.org/10.1007/978-3-540-30139-4_50,log-based detection study,children/adolescents; general population; no ADHD relevance,"Help-abuse in an intelligent tutoring system, not falsified task completion in a to-do app; no ADHD sample",Existence proof that users game reward/help structures to advance without doing the work,False,False,Reward and EF
A4,Sebastiaan Dovis; Saskia Van der Oord; Reínout W. Wiers; Pier J. M. Prins,2012,Can Motivation Normalize Working Memory and Task Persistence in Children with Attention-Deficit/Hyperactivity Disorder? The Effects of Money and Computer-Gaming,Research on Child and Adolescent Psychopathology,10.1007/s10802-011-9601-8,https://doi.org/10.1007/s10802-011-9601-8,experiment,children; clinically diagnosed ADHD (30 ADHD vs 31 controls),"Children, diagnosed, laboratory WM task; used here to argue the ban may remove a working mechanism",Money and computer-game reinforcement significantly improved visual-spatial working memory in ADHD children - contingent reward partially normalises a core deficit,False,False,Reward and EF
A4,Shu‐Hua Tang; Vernon C. Hall,1995,The overjustification effect: A meta‐analysis,Applied Cognitive Psychology,10.1002/acp.2350090502,https://doi.org/10.1002/acp.2350090502,"meta-analysis of 50 experiments, 256 effect sizes",general population; across age groups,"No ADHD sample; the conditions-based framing is what transfers to design, not the effect sizes","Independent overjustification meta-analysis: effect supported where theory predicts it, not supported for non-contingent or unexpected reward",False,False,Reward and EF
A5,Attig; Franke,2019,"I track, therefore I walk – Exploring the motivational costs of wearing activity trackers in actual users",International Journal of Human-Computer Studies,10.1016/j.ijhcs.2018.04.007,https://doi.org/10.1016/j.ijhcs.2018.04.007,scenario and questionnaire survey (210 actual users),"adults, general population",wearables not task apps,quantified feedback creates dependency that harms motivation; activity drops when tracker unavailable,False,False,Pet mechanics
A5,Attig; Franke,2020,Abandonment of personal quantification: A review and empirical study investigating reasons for wearable activity tracking attrition,Computers in Human Behavior,10.1016/j.chb.2019.08.025,https://doi.org/10.1016/j.chb.2019.08.025,literature review plus survey of 159 former users,"adults, general population",wearables not task apps,abandonment reasons for activity tracking attrition,False,False,Pet mechanics
A5,Buisonjé; Reijnders; Rodrigues; Santhanam; Kowatsch; Lipman; Bijmolt; Breeman; Janssen; Kraaijenhagen; Kemps; Evers,2022,Investigating Rewards and Deposit Contract Financial Incentives for Physical Activity Behavior Change Using a Smartphone App: Randomized Controlled Trial,Journal of Medical Internet Research,10.2196/38339,https://doi.org/10.2196/38339,2x2 factorial randomized trial plus no-incentive control,"adults, general population",physical activity with money; but disentangles loss framing from actual loss,"counter-evidence: loss frames significantly LESS effective than gain frames (10.50 vs 14.67 goal-days, p=.007); deposit uptake 62% vs 100%",False,False,Pet mechanics
A5,Canu; Carlson,2007,Rejection Sensitivity and Social Outcomes of Young Adult Men With ADHD,Journal of Attention Disorders,10.1177/1087054706288106,https://doi.org/10.1177/1087054706288106,cross-sectional comparison,"young adult men only (n=78 total), diagnosed ADHD subtypes plus controls","male-only, small; weakens the differential-vulnerability rationale for the ban",NULL result: hypothesis of elevated rejection sensitivity in ADHD was NOT supported,False,False,Pet mechanics
A5,Chokshi; Adusumalli; Small; Morris; Feingold; Ha; Lynch; Rareshide; Hilbert; Patel,2018,Loss‐Framed Financial Incentives and Personalized Goal‐Setting to Increase Physical Activity Among Ischemic Heart Disease Patients Using Wearable Devices: The ACTIVE REWARD Randomized Trial,Journal of the American Heart Association,10.1161/jaha.118.009173,https://doi.org/10.1161/jaha.118.009173,randomized controlled trial (24 weeks),"adults, clinical ischaemic heart disease, no ADHD relevance","cardiac patients, real money, step counts",loss-framed incentives raised steps ~1150-1370/day sustained through follow-up,False,False,Pet mechanics
A5,Diefenbach; Müssig,2019,Counterproductive effects of gamification: An analysis on the example of the gamified task manager Habitica,International Journal of Human-Computer Studies,10.1016/j.ijhcs.2018.09.004,https://doi.org/10.1016/j.ijhcs.2018.09.004,IPA single-user study plus 2-week field study (45 users),"adults, self-selected users of gamified to-do app, no ADHD screening",no ADHD measurement; closest analogue to PetTodo's product category,all users experienced counterproductive effects; most prevalent was being punished during especially productive periods; predicted motivation change,False,False,Pet mechanics
A5,Essen; Ouytsel,2023,Snapchat streaks—How are these forms of gamified interactions associated with problematic smartphone use and fear of missing out among early adolescents?,Telematics and Informatics Reports,10.1016/j.teler.2023.100087,https://doi.org/10.1016/j.teler.2023.100087,cross-sectional survey,"early adolescents (n=2483, mean age 13.46), general population","severe: adolescents, social-media streaks not task streaks",streak engagement associated with FOMO and problematic smartphone use,False,False,Pet mechanics
A5,Hammedi; Leclercq; Poncin; Alkire,2021,Uncovering the dark side of gamification at work: Impacts on engagement and well-being,Journal of Business Research,10.1016/j.jbusres.2020.08.032,https://doi.org/10.1016/j.jbusres.2020.08.032,interviews plus two field experiments,"adults, employees, no ADHD relevance",workplace gamification not personal habit apps,negative effects of gamified work on engagement and well-being,False,False,Pet mechanics
A5,Hristova; Jovicic; Göbl; Freitas; Slunecko,2022,“Why did we lose our snapchat streak?”. Social media gamification and metacommunication,Computers in Human Behavior Reports,10.1016/j.chbr.2022.100172,https://doi.org/10.1016/j.chbr.2022.100172,qualitative praxeological interviews,"adolescents aged 14-18 (n=25), general population",adolescents; social media not task apps,metacommunication around Snapchat streak loss,False,False,Pet mechanics
A5,Luman; Meel; Oosterlaan; Geurts,2012,Reward and Punishment Sensitivity in Children with ADHD: Validating the Sensitivity to Punishment and Sensitivity to Reward Questionnaire for Children (SPSRQ-C),Research on Child and Adolescent Psychopathology,10.1007/s10802-011-9547-x,https://doi.org/10.1007/s10802-011-9547-x,questionnaire validation study,children 6-13 (n=1234) plus clinically diagnosed ADHD subgroups,children; questionnaire validation not behaviour under app mechanics,recovers punishment-sensitivity factor and compares ADHD subgroups,False,False,Pet mechanics
A5,Luman; Tripp; Scheres,2010,Identifying the neurobiology of altered reinforcement sensitivity in ADHD: A review and research agenda,Neuroscience & Biobehavioral Reviews,10.1016/j.neubiorev.2009.11.021,https://doi.org/10.1016/j.neubiorev.2009.11.021,narrative review of neurobiological models,"mostly children, clinically diagnosed ADHD",children; laboratory reinforcement paradigms; explicitly contested,ADHD associated with altered reinforcement sensitivity DESPITE inconsistent findings,False,False,Pet mechanics
A5,Müller; Mellor; Pikó,2024,Associations Between ADHD Symptoms and Rejection Sensitivity in College Students: Exploring a Path Model With Indicators of Mental Well-Being,Learning Disabilities Research and Practice,10.1177/09388982241271511,https://doi.org/10.1177/09388982241271511,cross-sectional path analysis,"adults (college students, n=304), self-reported ADHD symptoms via screening scale","closest population match in this track; cross-sectional, no behaviour measured","ADHD symptoms associated with rejection sensitivity; well-being and self-regulation partial mediators, up to 50% variance",False,False,Pet mechanics
A5,Patel; Asch; Rosin; Small; Bellamy; Heuer; Sproat; Hyson; Haff; Lee; Wesby; Hoffer; Shuttleworth; Taylor; Hilbert; Zhu; Yang; Wang; Volpp,2016,Framing Financial Incentives to Increase Physical Activity Among Overweight and Obese Adults,Annals of Internal Medicine,10.7326/m15-1635,https://doi.org/10.7326/m15-1635,"randomized controlled trial (n=281, 13 weeks)","adults, general population (BMI>=27) employees, no ADHD relevance","paid financial incentives and step counts, not unpaid app affect or task completion; effects decayed post-incentive","case AGAINST the ban: only loss framing beat control on goal-days (0.45 vs 0.30; adj diff 0.16, 95% CI 0.06-0.26)",False,False,Pet mechanics
A5,Renfree; Harrison; Marshall; Stawarz; Cox,2016,Don't Kick the Habit,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,10.1145/2851581.2892495,https://doi.org/10.1145/2851581.2892495,in-depth qualitative study,"adults, self-selected habit-app users, no ADHD screening",no ADHD measurement; small qualitative sample; behaviour domain (habit apps) matches PetTodo,streaks and reminders support repetition but create app dependency; users abandon app then disengage from the behaviour,False,False,Pet mechanics
A5,Rowney-Smith; Sutton; Quadt; Eccles,2026,The lived experience of rejection sensitivity in ADHD - A qualitative exploration,PLoS ONE,10.1371/journal.pone.0314669,https://doi.org/10.1371/journal.pone.0314669,qualitative focus groups with thematic analysis,"adults (undergraduates, n=5), self-identified/diagnosed ADHD",n=5; no behaviour measured,"lived experience of rejection sensitivity: withdrawal, masking, bodily sensations",False,False,Pet mechanics
A5,Selin; Unéus; Knudsen,2026,"""Chasing Shadows"": Understanding Personal Data Externalization and Self-Tracking for Neurodivergent Individuals",Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,10.1145/3772318.3794641,https://doi.org/10.1145/3772318.3794641,two-phase qualitative study,"adults, self-identified neurodivergent (6 workshop, 3 continuing)",very small; tracking of masking not tasks; right population,self-tracking imposes substantial interpretive and emotional demands; emotional dimensions shape engagement,False,False,Pet mechanics
A5,Weathers; Poehlman,2024,"Defining, and understanding commitment to, activity streaks",Journal of the Academy of Marketing Science,10.1007/s11747-023-00944-4,https://doi.org/10.1007/s11747-023-00944-4,conceptual and empirical (design not verifiable from retrieved record),"adults, consumers",abstract not retrievable from any indexed source this session; student must read before relying on it,cited for existence and topic only: defining commitment to activity streaks,False,False,Pet mechanics
B1,Amanda Lazar; Christian Koehler; Theresa Jean Tanenbaum; David H. Nguyen,2015,Why we use and abandon smart devices,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing (UbiComp),10.1145/2750858.2804288,https://doi.org/10.1145/2750858.2804288,qualitative HCI study,adults; general population,General population; consumer devices,Documents reasons people stop using smart devices,False,False,Reward and EF
B1,Anselm B. M. Fuermaier; Lara Tucha; Janneke Koerts; Steffen Aschenbrenner; Celina Westermann; Matthias Weisbrod; Klaus W. Lange; Oliver Tucha,2013,Complex Prospective Memory in Adults with Attention Deficit Hyperactivity Disorder,PLoS ONE,10.1371/journal.pone.0058338,https://doi.org/10.1371/journal.pone.0058338,case-control experiment,adults; clinically diagnosed ADHD (45 unmedicated patients vs 45 matched controls),Small diagnosed adult sample; no meta-analysis of PM in ADHD exists,"Large impairment in task planning, only negligible-to-small effects for plan recall, self-initiation and execution",False,False,Reward and EF
B1,Betsy Phillips; Hongxin Zhao,1993,Predictors of Assistive Technology Abandonment,Assistive Technology,10.1080/10400435.1993.10132205,https://doi.org/10.1080/10400435.1993.10132205,survey,adults with various disabilities (not ADHD); 227 respondents,"Physical assistive devices, not software; disability but not ADHD - transferring the 29.3% figure to an ADHD to-do app would be unwarranted",29.3% of assistive devices completely abandoned; abandonment peaks in first year; predictors include user opinion ignored in selection and change in needs,False,False,Reward and EF
B1,Daniel A. Epstein; An Ping; James Fogarty; Sean A. Munson,2015,A lived informatics model of personal informatics,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing (UbiComp),10.1145/2750858.2804250,https://doi.org/10.1145/2750858.2804250,qualitative/mixed-methods HCI study,adults; general population,"General population self-tracking, not ADHD",Abandonment reframed as a normal lapsing phase of tracking rather than failure,False,False,Reward and EF
B1,Edmund Sonuga‐Barke,2005,Causal Models of Attention-Deficit/Hyperactivity Disorder: From Common Simple Deficits to Multiple Developmental Pathways,Biological Psychiatry,10.1016/j.biopsych.2004.09.008,https://doi.org/10.1016/j.biopsych.2004.09.008,theoretical review (multiple developmental pathways),children/developmental; clinical ADHD,Theoretical and developmental; not an adult empirical study,No single EF deficit is universal: executive/inhibitory route plus a separate motivational delayed-reward route,False,False,Reward and EF
B1,Erik G. Willcutt; Alysa E. Doyle; Joel T. Nigg; Stephen V. Faraone; Bruce F. Pennington,2005,Validity of the Executive Function Theory of Attention-Deficit/Hyperactivity Disorder: A Meta-Analytic Review,Biological Psychiatry,10.1016/j.biopsych.2005.02.006,https://doi.org/10.1016/j.biopsych.2005.02.006,meta-analysis,"mixed ages; clinic-referred and community samples; ADHD N=3734, controls N=2969; 83 studies","Mixed-age, largely child-weighted; diagnosed and community samples","EF impaired on all tasks (ES 0.46-0.69, strongest for inhibition, vigilance, working memory, planning) BUT EF weakness is neither necessary nor sufficient for ADHD",False,False,Reward and EF
B1,Jussi Jylkkä; Liisa Ritakallio; Liya Merzon; Suvi Kangas; Matthias Kliegel; Sascha Zuber; Alexandra Hering; Matti Laine; Juha Salmi,2023,Assessment of goal-directed behavior and prospective memory in adult ADHD with an online 3D videogame simulating everyday tasks,Scientific Reports,10.1038/s41598-023-36351-6,https://doi.org/10.1038/s41598-023-36351-6,pre-registered web-based case-control study,adults; clinically diagnosed ADHD (112) vs neurotypical controls (255),Diagnosed adults; game-based measure rather than app use,Largest adult PM/goal-directed behaviour sample retrieved; naturalistic everyday-chores paradigm plus 5-day PM error diary,False,False,Reward and EF
B1,Karley-Dale S. Talbot; Ulrich Müller; Kimberly A. Kerns,2018,Prospective memory in children with attention deficit hyperactivity disorder: a review,The Clinical Neuropsychologist,10.1080/13854046.2017.1393563,https://doi.org/10.1080/13854046.2017.1393563,PRISMA-guided narrative review of six studies,children; clinically diagnosed ADHD,"Children; cite as evidence of literature thinness, not as a meta-analysis",Evidence base for PM in ADHD is very thin; deficits mainly time-based rather than event-based,False,False,Reward and EF
B1,Katta Spiel; Eva Hornecker; Anna Williams; Judith Good,2022,ADHD and Technology Research – Investigated by Neurodivergent Readers,CHI Conference on Human Factors in Computing Systems,10.1145/3491102.3517592,https://doi.org/10.1145/3491102.3517592,critical literature review from a neurodivergent insider perspective,mixed ages; ADHD (clinical framing) - review of the technology literature,"Reviews mostly child-focused systems; validates the warmth-not-correction stance but is a critique, not an effect estimate",ADHD technologies are largely built to 'mitigate' ADHD toward neuro-normative outcomes with people with ADHD rarely involved in the research,False,False,Reward and EF
B1,Kazi Sinthia Kabir; Jason Wiese,2023,A Meta-Synthesis of the Barriers and Facilitators for Personal Informatics Systems,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,10.1145/3610893,https://doi.org/10.1145/3610893,meta-synthesis of the personal informatics literature,general population,No ADHD sample,Eight themes of barriers and facilitators to engagement with personal informatics systems,False,False,Reward and EF
B1,Maggie E. Toplak; Richard F. West; Keith E. Stanovich,2013,Practitioner Review: Do performance‐based measures and ratings of executive function assess the same construct?,Journal of Child Psychology and Psychiatry,10.1111/jcpp.12001,https://doi.org/10.1111/jcpp.12001,"review of 20 studies, 286 correlations","13 child and 7 adult samples; clinical, non-clinical and mixed","Directly relevant caveat: PetTodo selects users on self-rated EF, which is not what EF tests measure","EF rating scales and EF performance tests dissociate: only 68/286 correlations significant, median r=0.19 - they measure different constructs",False,False,Reward and EF
B1,Mareike Altgassen; Anett Kretschmer; Matthias Kliegel,2014,Task Dissociation in Prospective Memory Performance in Individuals With ADHD,Journal of Attention Disorders,10.1177/1087054712445484,https://doi.org/10.1177/1087054712445484,case-control experiment,adults; clinically diagnosed ADHD (25 vs 25),N=50; single paradigm (Dresden Breakfast Task),Time-based prospective memory largely impaired while event-based PM intact,False,False,Reward and EF
B1,Mareike Altgassen; Anouk Scheres; Marc‐Andreas Edel,2019,Prospective memory (partially) mediates the link between ADHD symptoms and procrastination,ADHD Attention Deficit and Hyperactivity Disorders,10.1007/s12402-018-0273-x,https://doi.org/10.1007/s12402-018-0273-x,case-control experiment plus questionnaires,adults; clinically diagnosed ADHD (29 vs 24),Small diagnosed adult sample,Everyday PM deficits; PM performance mediates the link between ADHD symptoms and procrastination,False,False,Reward and EF
B1,R. Matt Alderson; Lisa J. Kasper; Kristen L. Hudec; Connor H. G. Patros,2013,Attention-deficit/hyperactivity disorder (ADHD) and working memory in adults: A meta-analytic review.,Neuropsychology,10.1037/a0032371,https://doi.org/10.1037/a0032371,meta-analytic review,adults; clinically diagnosed ADHD; 38 studies,"Clinically diagnosed adults vs PetTodo's self-identifying, mostly undiagnosed users",Moderate-magnitude phonological and visuospatial working memory deficits persist into adulthood; task moderators explain earlier inconsistency,False,False,Reward and EF
B1,Rhonda Martinussen; Jill A. Hayden; Sheilah Hogg‐Johnson; Rosemary Tannock,2005,A Meta-Analysis of Working Memory Impairments in Children With Attention-Deficit/Hyperactivity Disorder,Journal of the American Academy of Child & Adolescent Psychiatry,10.1097/01.chi.0000153228.72591.73,https://doi.org/10.1097/01.chi.0000153228.72591.73,meta-analysis,children; clinically diagnosed ADHD,Children - superseded by the adult meta-analysis for this design,Working memory impairment in children with ADHD (developmental context only),False,False,Reward and EF
B1,Russell A. Barkley,1997,"Behavioral inhibition, sustained attention, and executive functions: Constructing a unifying theory of ADHD.",Psychological Bulletin,10.1037/0033-2909.121.1.65,https://doi.org/10.1037/0033-2909.121.1.65,theoretical review,children-focused; clinical ADHD,"Theory, not an empirical test; children-focused",Behavioural inhibition as the upstream deficit with working memory and self-regulation of motivation downstream,False,False,Reward and EF
B1,Russell A. Barkley; Kevin R. Murphy,2010,Impairment in Occupational Functioning and Adult ADHD: The Predictive Utility of Executive Function (EF) Ratings Versus EF Tests,Archives of Clinical Neuropsychology,10.1093/arclin/acq014,https://doi.org/10.1093/arclin/acq014,cross-sectional / regression study,"adults; 146 diagnosed ADHD, 97 self-referred but NOT diagnosed, 109 community controls",Closest retrieved sample to PetTodo's users because it includes a self-referred undiagnosed group,EF self-ratings predicted impairment on all 11 occupational-adjustment measures where EF tests largely did not,False,False,Reward and EF
B1,Sam J. Gilbert; Annika Boldt; Chhavi Sachdeva; Chiara Scarampi; Pei‐Chun Tsai,2023,Outsourcing Memory to External Tools: A Review of ‘Intention Offloading’,Psychonomic Bulletin & Review,10.3758/s13423-022-02139-4,https://doi.org/10.3758/s13423-022-02139-4,narrative review,adults; general population; no ADHD relevance,No ADHD sample; supports the premise of an external list but says nothing about ADHD,"Intention offloading to external reminders is highly effective and metacognitively guided, with stable individual biases",False,False,Reward and EF
B2,Douglas Sjöwall; Linda M. Roth; Sofia Lindqvist; Lisa B. Thorell,2013,"Multiple deficits in ADHD: executive dysfunction, delay aversion, reaction time variability, and emotional deficits",Journal of Child Psychology and Psychiatry,10.1111/jcpp.12006,https://doi.org/10.1111/jcpp.12006,observational study with latent-variable modelling,children; clinically diagnosed ADHD (102 vs matched controls),"Children, diagnosed","Independent contributions of executive functions, delay aversion, reaction-time variability and emotional deficits - multiple deficits, not one",False,False,Reward and EF
B2,Edmund Sonuga‐Barke,2005,Causal Models of Attention-Deficit/Hyperactivity Disorder: From Common Simple Deficits to Multiple Developmental Pathways,Biological Psychiatry,10.1016/j.biopsych.2004.09.008,https://doi.org/10.1016/j.biopsych.2004.09.008,theoretical review (dual pathway),children/developmental; clinical ADHD,Theoretical and developmental,"Delay aversion as a motivational construct distinct from executive dysfunction, via frontoventral striatal reward circuitry",False,False,Reward and EF
B2,Edmund Sonuga‐Barke; Paraskevi Bitsakou; Margaret Thompson,2010,"Beyond the Dual Pathway Model: Evidence for the Dissociation of Timing, Inhibitory, and Delay-Related Impairments in Attention-Deficit/Hyperactivity Disorder",Journal of the American Academy of Child & Adolescent Psychiatry,10.1016/j.jaac.2009.12.018,https://doi.org/10.1016/j.jaac.2009.12.018,observational / latent-variable study,children; clinically diagnosed ADHD,"Children, diagnosed","Timing, inhibitory and delay-related impairments dissociate - beyond even the two-pathway model",False,False,Reward and EF
B2,Ivo Marx; Samuele Cortese; Michael Koelch; Thomas Häcker,2022,Meta-analysis: Altered Perceptual Timing Abilities in Attention-Deficit/Hyperactivity Disorder,Journal of the American Academy of Child & Adolescent Psychiatry,10.1016/j.jaac.2021.12.004,https://doi.org/10.1016/j.jaac.2021.12.004,meta-analysis,mixed but predominantly children/adolescents; clinically diagnosed ADHD; 55 studies,Child/adolescent-weighted; no adult-only timing meta-analysis exists,"Perceptual timing impaired across discrimination (esp. sub-second), estimation variability, estimation/production accuracy (accelerated internal clock); reproduction shows separable attentional and motivational (delay-aversion) contributions",False,False,Reward and EF
B2,Jacob Jackson; James MacKillop,2016,Attention-Deficit/Hyperactivity Disorder and Monetary Delay Discounting: A Meta-Analysis of Case-Control Studies,Biological Psychiatry Cognitive Neuroscience and Neuroimaging,10.1016/j.bpsc.2016.01.007,https://doi.org/10.1016/j.bpsc.2016.01.007,meta-analysis,"children AND adults; clinically diagnosed ADHD; 25 case-control comparisons, N=3913","Diagnosed samples, but the null age moderation is the only warrant in this track for extending child-derived findings to adults","Steeper monetary delay discounting in ADHD, d=0.43, with NO moderation by age (<18 vs >18), real vs hypothetical reward, or comorbidity; minimal heterogeneity",False,False,Reward and EF
B2,Lisa B. Thorell; Douglas Sjöwall; Gabry W. Mies; Anouk Scheres,2017,"Quick Delay Questionnaire: Reliability, validity, and relations to functional impairments in adults with attention-deficit/hyperactivity disorder (ADHD).",Psychological Assessment,10.1037/pas0000421,https://doi.org/10.1037/pas0000421,psychometric validation study,"adults; 51 clinically diagnosed ADHD, 46 clinical controls with other psychiatric disorders, 105 non-clinical controls","Diagnosed adults, but the closest usable adult delay-aversion instrument and evidence",Adults with ADHD scored higher on both QDQ subscales than normal controls and reported more delay aversion than clinical controls,False,False,Reward and EF
B2,Que Zheng; Xinyue Wang; Ka Yu Chiu; Kathy Kar‐man Shum,2022,Time Perception Deficits in Children and Adolescents with ADHD: A Meta-analysis,Journal of Attention Disorders,10.1177/1087054720978557,https://doi.org/10.1177/1087054720978557,meta-analysis,children and adolescents; clinically diagnosed ADHD; 1620 ADHD vs 1249 controls; 27 studies,Children/adolescents only - these effect sizes must not be cited as adult figures,"Time perceived less accurately (Hedges g > 0.40) and less precisely (g = 0.66), with a tendency to overestimate; not moderated by task type or modality",False,False,Reward and EF
B2,Rafaela Marco; Ana Miranda; Wolff Schlotz; Amanda Meliá; Aisling Mulligan; Ueli C. Müller; Penny Andreou; Louise Butler; Hanna Christiansen; Isabel Gabriëls; S Medad; Björn Albrecht; Henrik Uebel; Philip Asherson; Tobias Banaschewski; Michael Gill; Jonna Kuntsi; Fernando Mulas; Robert D. Oades; Herbert Roeyers; Hans‐Christoph Steinhausen; Aribert Rothenberger; Stephen V. Faraone; Edmund Sonuga‐Barke,2009,Delay and reward choice in ADHD: An experimental test of the role of delay aversion.,Neuropsychology,10.1037/a0014914,https://doi.org/10.1037/a0014914,experimental family study,"children/adolescents aged 6-17; clinically diagnosed ADHD (360 probands, 349 siblings, 112 controls)","Children/adolescents, diagnosed; monetary/points choice task",Separates impulsive drive for immediate reward from delay aversion; ADHD chose smaller-sooner more than controls under both delay conditions,False,False,Reward and EF
B2,Sylvia Clare; Suzannah K. Helps; Edmund Sonuga‐Barke,2010,The quick delay questionnaire: a measure of delay aversion and discounting in adults,ADHD Attention Deficit and Hyperactivity Disorders,10.1007/s12402-010-0020-4,https://doi.org/10.1007/s12402-010-0020-4,instrument development study,adults; developed for adult self-report,"Adults, but developed in an ADHD-research context; delay aversion here is self-reported",Quick Delay Questionnaire: a self-report measure of delay aversion and discounting in adults,False,False,Reward and EF
B2,Terje Sagvolden; Espen Borgå Johansen; Heidi Aase; Vivienne A. Russell,2005,a dynamic developmental theory of attention-deficit/hyperactivity disorder (adhd) predominantly hyperactive/impulsive and combined subtypes,Behavioral and Brain Sciences,10.1017/s0140525x05000075,https://doi.org/10.1017/s0140525x05000075,theoretical review (dynamic developmental theory),children and animal models; clinical/preclinical,Theory paper drawing on child and animal data,Steepened delay-of-reinforcement gradient as a core mechanism,False,False,Reward and EF
B2,Valdas Noreika; Christine M. Falter; Katya Rubia,2013,Timing deficits in attention-deficit/hyperactivity disorder (ADHD): Evidence from neurocognitive and neuroimaging studies,Neuropsychologia,10.1016/j.neuropsychologia.2012.09.036,https://doi.org/10.1016/j.neuropsychologia.2012.09.036,narrative review of neurocognitive and neuroimaging studies,mixed; clinically diagnosed ADHD,"Review, mixed ages, diagnosed samples",Neural and cognitive basis of timing deficits in ADHD,False,False,Reward and EF
B3,Anderson,2003,The psychology of doing nothing: Forms of decision avoidance result from reason and emotion.,Psychological Bulletin,10.1037/0033-2909.129.1.139,https://doi.org/10.1037/0033-2909.129.1.139,systematic review / integrative review,"adults, general population, no ADHD relevance",Mechanism only; no measurement of list length or of task-list avoidance; no ADHD sample,"Decision avoidance, deferral and status-quo bias as a mechanism for opening a list and closing it again",False,False,Interface evidence
B3,"Bellotti, Dalal, Good, Flynn, Bobrow, Ducheneaut",2004,What a to-do,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems (CHI '04),10.1145/985692.985785,https://doi.org/10.1145/985692.985785,qualitative (field studies),"working adults, general population, no ADHD relevance","Descriptive, not a manipulation of list length; no ADHD sample",Descriptive evidence on how people actually keep to-dos; the closest HCI work to the artefact,False,False,Interface evidence
B3,"Canela, Buadze, Dube, Eich, Liebrenz",2017,Skills and compensation strategies in adult ADHD – A qualitative study,PLoS ONE,10.1371/journal.pone.0184964,https://doi.org/10.1371/journal.pone.0184964,qualitative (interview study),"adults, clinically diagnosed ADHD (32 specialty-care outpatients)","Clinically diagnosed specialty-care patients, not self-identifying undiagnosed adults; says nothing about list length",Closest population match retrieved; documents self-generated organisational coping strategies pre-diagnosis,False,False,Interface evidence
B3,"Chernev, Böckenholt, Goodman",2015,Choice overload: A conceptual review and meta‐analysis,Journal of Consumer Psychology,10.1016/j.jcps.2014.08.002,https://doi.org/10.1016/j.jcps.2014.08.002,"meta-analysis (99 observations, N=7202)","adults, general population, no ADHD relevance","Consumer choice outcomes, not to-do completion; assortments of ~6 vs 24-30, no threshold near 7","Choice overload is real once four moderators are modelled (set complexity, task difficulty, preference uncertainty, decision goal); outcomes are satisfaction/regret/deferral/switching",False,False,Interface evidence
B3,Cowan,2001,The magical number 4 in short-term memory: A reconsideration of mental storage capacity,Behavioral and Brain Sciences,10.1017/s0140525x01003922,https://doi.org/10.1017/s0140525x01003922,systematic review (integrative target article),"adults, general population, no ADHD relevance","Working memory capacity, not interface item count; no ADHD sample",States that Miller's seven was meant more as a rough estimate and rhetorical device than a real capacity limit; argues the limit is 3-5 chunks,False,False,Interface evidence
B3,"Iyengar, Lepper",2000,When choice is demotivating: Can one desire too much of a good thing?,Journal of Personality and Social Psychology,10.1037/0022-3514.79.6.995,https://doi.org/10.1037/0022-3514.79.6.995,experimental (field and laboratory),"adults, general population, no ADHD relevance","Jam/essay/chocolate choice, not task lists; effect among those the 2010 meta-analysis failed to generalise",Origin of the 6-vs-24 choice-overload framing the student's cap resembles,False,False,Interface evidence
B3,"Kung, Scholer",2021,Moving Beyond Two Goals: An Integrative Review and Framework for the Study of Multiple Goals,Personality and Social Psychology Review,10.1177/1088868320985810,https://doi.org/10.1177/1088868320985810,systematic review / integrative review,"adults, general population, no ADHD relevance",No quantified upper bound on simultaneous goals; no ADHD sample,Shows 'too many goals' is under-quantified: the field has largely studied only two goals at a time,False,False,Interface evidence
B3,"McShane, Böckenholt",2018,Multilevel Multivariate Meta-analysis with Application to Choice Overload,Psychometrika,10.1007/s11336-017-9571-z,https://doi.org/10.1007/s11336-017-9571-z,meta-analysis (methodological re-analysis),"adults, general population, no ADHD relevance",Same consumer-choice corpus; no task-management or ADHD data,"Choice overload varies substantially across the dependent measures used, i.e. it is measure-dependent rather than a stable constant",False,False,Interface evidence
B3,Miller,1956,"The magical number seven, plus or minus two: Some limits on our capacity for processing information.",Psychological Review,10.1037/h0043158,https://doi.org/10.1037/h0043158,expert opinion / theoretical review of experiments,"adults, general population, no ADHD relevance","Memory span, not visible list length; a to-do list is external memory and removes the demand the number describes",Shows the '7±2' figure concerns span of absolute judgment and immediate memory span for chunks — NOT the number of items usefully displayed,False,False,Interface evidence
